,0,0
0,27.57586323254271,1_001_1_01_NN.bmp
1,26.56432728385347,1_001_1_02_EH.bmp
2,31.286968178667628,1_001_1_03_EA.bmp
3,30.50284853979094,1_001_1_04_ES.bmp
4,27.625318999028842,1_001_1_05_ESp.bmp
5,30.274531715845235,1_001_1_06_AEC.bmp
6,33.09701113570382,1_001_1_07_AOM.bmp
7,29.66016018136913,1_001_1_08_PU.bmp
8,30.03297295560361,1_001_1_09_PD.bmp
9,31.722552058434946,1_001_1_10_PL.bmp
10,24.116312386800903,1_001_1_11_PR.bmp
11,32.15751880999956,1_001_1_12_OOG.bmp
12,27.664206833061957,1_001_1_13_OSG.bmp
13,30.209310539414762,1_001_1_14_OH.bmp
14,28.61256492881386,1_001_1_15_OHE.bmp
15,26.18619560138583,1_001_1_16_OHM.bmp
16,27.866315314420188,1_001_1_17_LLU.bmp
17,25.986530311596585,1_001_1_18_LLR.bmp
18,26.726845554129703,1_001_1_19_LLL.bmp
19,27.361426825900757,1_001_1_20_LD.bmp
20,31.544145257960494,1_001_1_21_LR.bmp
21,28.457402146362185,1_002_1_01_NN.bmp
22,28.81820175563865,1_002_1_02_EH.bmp
23,30.384555654239342,1_002_1_03_EA.bmp
24,30.697515191906547,1_002_1_04_ES.bmp
25,29.63480406895534,1_002_1_05_ESp.bmp
26,27.210112240784838,1_002_1_06_AEC.bmp
27,31.25006384553531,1_002_1_07_AOM.bmp
28,29.612299549804234,1_002_1_08_PU.bmp
29,31.299526449798257,1_002_1_09_PD.bmp
30,25.641479287883012,1_002_1_10_PL.bmp
31,29.444880575767158,1_002_1_11_PR.bmp
32,28.199552255363535,1_002_1_12_OOG.bmp
33,31.37227086211857,1_002_1_13_OSG.bmp
34,25.78802161252241,1_002_1_14_OH.bmp
35,29.685091219124917,1_002_1_15_OHE.bmp
36,33.80449082628683,1_002_1_16_OHM.bmp
37,30.28268766562104,1_002_1_17_LLU.bmp
38,29.867281616895305,1_002_1_18_LLR.bmp
39,31.509510054095795,1_002_1_19_LLL.bmp
40,28.570677014515393,1_002_1_20_LD.bmp
41,32.28084135109486,1_002_1_21_LR.bmp
42,29.140907163116868,1_021_1_01_NN.bmp
43,30.73781125722418,1_021_1_02_EH.bmp
44,31.474899195379727,1_021_1_03_EA.bmp
45,30.33876048157325,1_021_1_04_ES.bmp
46,32.40281510320281,1_021_1_05_ESp.bmp
47,29.75644221672001,1_021_1_06_AEC.bmp
48,30.3198831025872,1_021_1_07_AOM.bmp
49,29.961620301136698,1_021_1_08_PU.bmp
50,30.403986424069544,1_021_1_09_PD.bmp
51,27.531323330767652,1_021_1_10_PL.bmp
52,29.88033486422743,1_021_1_11_PR.bmp
53,31.626467898637753,1_021_1_12_OOG.bmp
54,28.67878832204258,1_021_1_13_OSG.bmp
55,30.04448308370399,1_021_1_14_OH.bmp
56,31.086288902633022,1_021_1_15_OHE.bmp
57,31.92786777113211,1_021_1_16_OHM.bmp
58,30.385894183105982,1_021_1_17_LLU.bmp
59,30.47183792831551,1_021_1_18_LLR.bmp
60,31.04548034328686,1_021_1_19_LLL.bmp
61,30.750169615189563,1_021_1_20_LD.bmp
62,30.559667090992505,1_021_1_21_LR.bmp
63,29.618940177230986,1_031_1_01_NN.bmp
64,30.80362970112848,1_031_1_02_EH.bmp
65,24.920859239093055,1_031_1_03_EA.bmp
66,30.40305291255343,1_031_1_04_ES.bmp
67,29.885487450909327,1_031_1_05_ESp.bmp
68,30.379357589701836,1_031_1_06_AEC.bmp
69,27.686516092949034,1_031_1_07_AOM.bmp
70,29.912551164973106,1_031_1_08_PU.bmp
71,31.308214842594346,1_031_1_09_PD.bmp
72,31.994966619842295,1_031_1_10_PL.bmp
73,31.600990566701764,1_031_1_11_PR.bmp
74,30.24958691933734,1_031_1_12_OOG.bmp
75,26.384630121770268,1_031_1_13_OSG.bmp
76,32.217138488954056,1_031_1_14_OH.bmp
77,29.933408512100044,1_031_1_15_OHE.bmp
78,30.765936555408068,1_031_1_16_OHM.bmp
79,31.141703378430318,1_031_1_17_LLU.bmp
80,30.23883137435722,1_031_1_18_LLR.bmp
81,28.436796468495018,1_031_1_19_LLL.bmp
82,30.55623630562808,1_031_1_20_LD.bmp
83,32.62195222276511,1_031_1_21_LR.bmp
84,31.262273036752212,1_036_1_01_NN.bmp
85,30.615879388122412,1_036_1_02_EH.bmp
86,29.525589837590992,1_036_1_03_EA.bmp
87,30.454796746724075,1_036_1_04_ES.bmp
88,30.013836271370042,1_036_1_05_ESp.bmp
89,30.08263627545076,1_036_1_06_AEC.bmp
90,25.468901614105786,1_036_1_07_AOM.bmp
91,28.99265275992167,1_036_1_08_PU.bmp
92,26.458831672940967,1_036_1_09_PD.bmp
93,25.40082489278495,1_036_1_10_PL.bmp
94,28.2847765167149,1_036_1_11_PR.bmp
95,30.51057739637287,1_036_1_12_OOG.bmp
96,25.806587603664873,1_036_1_13_OSG.bmp
97,28.489759613074135,1_036_1_14_OH.bmp
98,31.09151668286529,1_036_1_15_OHE.bmp
99,28.739991174520263,1_036_1_16_OHM.bmp
100,25.52765588945627,1_036_1_17_LLU.bmp
101,32.6668566316843,1_036_1_18_LLR.bmp
102,30.891344678731237,1_036_1_19_LLL.bmp
103,30.835086078811496,1_036_1_20_LD.bmp
104,28.369118477952078,1_036_1_21_LR.bmp
